gene	species	dN	dS	dNdS
ENSGACG00000011553_ENSGACT00000020617	sin	0.0000	0.0128	0.0010
ENSGACG00000011554_ENSGACT00000014578	ref	0.0212	0.2353	0.0901
ENSGACG00000011554_ENSGACT00000014578	pun	0.0178	0.0791	0.2244
ENSGACG00000011554_ENSGACT00000014578	sin	0.0000	0.0138	0.0010
ENSGACG00000011555_ENSGACT00000015538	ref	0.0035	0.1233	0.0286
ENSGACG00000011555_ENSGACT00000015538	pun	0.0009	0.0198	0.0439
ENSGACG00000011555_ENSGACT00000015538	sin	0.0000	0.0232	0.0010
ENSGACG00000011556_ENSGACT00000020623	ref	0.0020	0.1460	0.0134
ENSGACG00000011556_ENSGACT00000020623	pun	0.0000	0.0297	0.0010
ENSGACG00000011556_ENSGACT00000020623	sin	0.0000	0.0105	0.0010
ENSGACG00000011557_ENSGACT00000019204	ref	0.0058	0.1516	0.0380
ENSGACG00000011557_ENSGACT00000019204	pun	0.0000	0.0129	0.0010
ENSGACG00000011557_ENSGACT00000019204	sin	0.0000	0.0000	0.0010
ENSGACG00000011558_ENSGACT00000025189	ref	0.0002	0.2034	0.0010
ENSGACG00000011558_ENSGACT00000025189	pun	0.0000	0.0108	0.0010
ENSGACG00000011558_ENSGACT00000025189	sin	0.0000	0.0108	0.0010
ENSGACG00000011559_ENSGACT00000014583	ref	0.0258	0.1230	0.2100
ENSGACG00000011559_ENSGACT00000014583	pun	0.0047	0.0768	0.0606
ENSGACG00000011559_ENSGACT00000014583	sin	0.0001	0.0517	0.0010
ENSGACG00000011561_ENSGACT00000019204	ref	0.0094	0.1539	0.0611
ENSGACG00000011561_ENSGACT00000019204	pun	0.0018	0.0253	0.0730
ENSGACG00000011561_ENSGACT00000019204	sin	0.0018	0.0178	0.0985
ENSGACG00000011563_ENSGACT00000019602	ref	0.0068	0.1420	0.0479
ENSGACG00000011563_ENSGACT00000019602	pun	0.0035	0.1147	0.0305
ENSGACG00000011563_ENSGACT00000019602	sin	0.0063	0.0289	0.2193
ENSGACG00000011565_ENSGACT00000004529	ref	0.0624	0.0798	0.7816
ENSGACG00000011565_ENSGACT00000004529	pun	0.0082	0.0090	0.9077
ENSGACG00000011565_ENSGACT00000004529	sin	0.0043	0.0000	99.0000
ENSGACG00000011566_ENSGACT00000004514	ref	0.0247	0.1536	0.1611
ENSGACG00000011566_ENSGACT00000004514	pun	0.0081	0.0195	0.4166
ENSGACG00000011566_ENSGACT00000004514	sin	0.0081	0.0262	0.3097
ENSGACG00000011566_ENSGACT00000004529	ref	0.0136	0.0734	0.1850
ENSGACG00000011566_ENSGACT00000004529	pun	0.0047	0.0046	1.0202
ENSGACG00000011566_ENSGACT00000004529	sin	0.0047	0.0138	0.3391
ENSGACG00000011567_ENSGACT00000014615	ref	0.0173	0.1838	0.0939
ENSGACG00000011567_ENSGACT00000014615	pun	0.0034	0.0496	0.0677
ENSGACG00000011567_ENSGACT00000014615	sin	0.0036	0.0401	0.0886
ENSGACG00000011567_ENSGACT00000014619	ref	0.0254	0.1588	0.1597
ENSGACG00000011567_ENSGACT00000014619	pun	0.0019	0.0396	0.0474
ENSGACG00000011567_ENSGACT00000014619	sin	0.0020	0.0486	0.0403
ENSGACG00000011568_ENSGACT00000019204	ref	0.0069	0.0001	99.0000
ENSGACG00000011568_ENSGACT00000019204	pun	0.0000	0.0000	1.9966
ENSGACG00000011568_ENSGACT00000019204	sin	0.0000	0.0000	1.6385
ENSGACG00000011569_ENSGACT00000020628	ref	0.0309	0.1086	0.2846
ENSGACG00000011569_ENSGACT00000020628	pun	0.0117	0.0378	0.3108
ENSGACG00000011569_ENSGACT00000020628	sin	0.0127	0.0440	0.2886
ENSGACG00000011570_ENSGACT00000019162	ref	0.0057	0.1652	0.0343
ENSGACG00000011570_ENSGACT00000019162	pun	0.0008	0.0191	0.0432
ENSGACG00000011570_ENSGACT00000019162	sin	0.0016	0.0252	0.0633
ENSGACG00000011571_ENSGACT00000025191	ref	0.0631	0.1228	0.5140
ENSGACG00000011571_ENSGACT00000025191	pun	0.0086	0.0122	0.7067
ENSGACG00000011571_ENSGACT00000025191	sin	0.0061	0.0210	0.2906
ENSGACG00000011573_ENSGACT00000007572	ref	0.0162	0.1685	0.0965
ENSGACG00000011573_ENSGACT00000007572	pun	0.0070	0.0396	0.1772
ENSGACG00000011573_ENSGACT00000007572	sin	0.0024	0.0132	0.1836
ENSGACG00000011576_ENSGACT00000004544	ref	0.0147	0.2245	0.0653
ENSGACG00000011576_ENSGACT00000004544	pun	0.0027	0.0326	0.0817
ENSGACG00000011576_ENSGACT00000004544	sin	0.0013	0.0483	0.0277
ENSGACG00000011577_ENSGACT00000004544	ref	0.0181	0.1445	0.1255
ENSGACG00000011577_ENSGACT00000004544	pun	0.0041	0.0346	0.1174
ENSGACG00000011577_ENSGACT00000004544	sin	0.0028	0.0322	0.0867
ENSGACG00000011578_ENSGACT00000019600	ref	0.0053	0.1271	0.0417
ENSGACG00000011578_ENSGACT00000019600	pun	0.0001	0.0634	0.0010
ENSGACG00000011578_ENSGACT00000019600	sin	0.0000	0.0185	0.0010
ENSGACG00000011578_ENSGACT00000019603	ref	0.0125	0.1223	0.1023
ENSGACG00000011578_ENSGACT00000019603	pun	0.0035	0.0498	0.0695
ENSGACG00000011578_ENSGACT00000019603	sin	0.0000	0.0127	0.0010
ENSGACG00000011579_ENSGACT00000015625	ref	0.0115	0.1338	0.0862
ENSGACG00000011579_ENSGACT00000015625	pun	0.0000	0.0209	0.0010
ENSGACG00000011579_ENSGACT00000015625	sin	0.0000	0.0086	0.0010
ENSGACG00000011580_ENSGACT00000014060	ref	0.0211	0.2478	0.0851
ENSGACG00000011580_ENSGACT00000014060	pun	0.0074	0.0449	0.1650
ENSGACG00000011580_ENSGACT00000014060	sin	0.0024	0.0000	99.0000
ENSGACG00000011581_ENSGACT00000020641	ref	0.0511	0.1845	0.2769
ENSGACG00000011581_ENSGACT00000020641	pun	0.0026	0.0343	0.0746
ENSGACG00000011581_ENSGACT00000020641	sin	0.0125	0.0222	0.5638
ENSGACG00000011582_ENSGACT00000004554	ref	0.0035	0.1647	0.0215
ENSGACG00000011582_ENSGACT00000004554	pun	0.0012	0.0154	0.0767
ENSGACG00000011582_ENSGACT00000004554	sin	0.0012	0.0301	0.0397
ENSGACG00000011583_ENSGACT00000020642	ref	0.0200	0.1432	0.1396
ENSGACG00000011583_ENSGACT00000020642	pun	0.0000	0.0000	0.1320
ENSGACG00000011583_ENSGACT00000020642	sin	0.0000	0.0260	0.0010
ENSGACG00000011584_ENSGACT00000014041	ref	0.0216	0.1087	0.1985
ENSGACG00000011584_ENSGACT00000014041	pun	0.0047	0.0000	99.0000
ENSGACG00000011584_ENSGACT00000014041	sin	0.0123	0.0001	99.0000
ENSGACG00000011585_ENSGACT00000019115	ref	0.0274	0.1907	0.1436
ENSGACG00000011585_ENSGACT00000019115	pun	0.0043	0.0179	0.2425
ENSGACG00000011585_ENSGACT00000019115	sin	0.0054	0.0180	0.2997
ENSGACG00000011586_ENSGACT00000025194	ref	0.0000	0.0418	0.0010
ENSGACG00000011586_ENSGACT00000025194	pun	0.0000	0.0000	37.4928
ENSGACG00000011586_ENSGACT00000025194	sin	0.0000	0.0418	0.0010
ENSGACG00000011587_ENSGACT00000009294	ref	0.0053	0.0720	0.0738
ENSGACG00000011587_ENSGACT00000009294	pun	0.0020	0.0329	0.0600
ENSGACG00000011587_ENSGACT00000009294	sin	0.0000	0.0208	0.0010
ENSGACG00000011587_ENSGACT00000009308	ref	0.0001	0.0625	0.0010
ENSGACG00000011587_ENSGACT00000009308	pun	0.0000	0.0291	0.0010
ENSGACG00000011587_ENSGACT00000009308	sin	0.0000	0.0238	0.0010
ENSGACG00000011588_ENSGACT00000019115	ref	0.1066	0.0516	2.0652
ENSGACG00000011588_ENSGACT00000019115	pun	0.0001	0.0666	0.0010
ENSGACG00000011588_ENSGACT00000019115	sin	0.0000	0.0000	0.0460
ENSGACG00000011589_ENSGACT00000014046	ref	0.0001	0.1022	0.0010
ENSGACG00000011589_ENSGACT00000014046	pun	0.0000	0.0295	0.0010
ENSGACG00000011589_ENSGACT00000014046	sin	0.0000	0.0000	52.1690
ENSGACG00000011590_ENSGACT00000014648	ref	0.0073	0.1347	0.0543
ENSGACG00000011590_ENSGACT00000014648	pun	0.0011	0.0415	0.0259
ENSGACG00000011590_ENSGACT00000014648	sin	0.0000	0.0268	0.0010
ENSGACG00000011592_ENSGACT00000019591	ref	0.0179	0.1905	0.0941
ENSGACG00000011592_ENSGACT00000019591	pun	0.0038	0.0297	0.1272
ENSGACG00000011592_ENSGACT00000019591	sin	0.0000	0.0140	0.0010
ENSGACG00000011594_ENSGACT00000004815	ref	0.0580	0.0343	1.6915
ENSGACG00000011594_ENSGACT00000004815	pun	0.0095	0.0160	0.5960
ENSGACG00000011594_ENSGACT00000004815	sin	0.0095	0.0160	0.5960
ENSGACG00000011595_ENSGACT00000009308	ref	0.0039	0.1016	0.0384
ENSGACG00000011595_ENSGACT00000009308	pun	0.0000	0.0082	0.0010
ENSGACG00000011595_ENSGACT00000009308	sin	0.0000	0.0082	0.0010
ENSGACG00000011596_ENSGACT00000015616	ref	0.0393	0.1535	0.2561
ENSGACG00000011596_ENSGACT00000015616	pun	0.0043	0.0117	0.3648
ENSGACG00000011596_ENSGACT00000015616	sin	0.0020	0.0139	0.1430
ENSGACG00000011596_ENSGACT00000015620	ref	0.0277	0.1157	0.2395
ENSGACG00000011596_ENSGACT00000015620	pun	0.0039	0.0096	0.4028
ENSGACG00000011596_ENSGACT00000015620	sin	0.0047	0.0129	0.3684
ENSGACG00000011598_ENSGACT00000004613	ref	0.0068	0.1196	0.0566
ENSGACG00000011598_ENSGACT00000004613	pun	0.0009	0.0183	0.0506
ENSGACG00000011598_ENSGACT00000004613	sin	0.0021	0.0039	0.5299
ENSGACG00000011600_ENSGACT00000004859	ref	0.0001	0.1378	0.0010
ENSGACG00000011600_ENSGACT00000004859	pun	0.0000	0.0208	0.0010
ENSGACG00000011600_ENSGACT00000004859	sin	0.0001	0.0549	0.0010
ENSGACG00000011601_ENSGACT00000019591	ref	0.0095	0.1121	0.0849
ENSGACG00000011601_ENSGACT00000019591	pun	0.0000	0.0478	0.0010
ENSGACG00000011601_ENSGACT00000019591	sin	0.0000	0.0000	56.0169
ENSGACG00000011602_ENSGACT00000014667	ref	0.0579	0.1896	0.3055
ENSGACG00000011602_ENSGACT00000014667	pun	0.0150	0.0479	0.3121
ENSGACG00000011602_ENSGACT00000014667	sin	0.0108	0.0304	0.3556
ENSGACG00000011603_ENSGACT00000019077	ref	0.0130	0.0001	99.0000
ENSGACG00000011603_ENSGACT00000019077	pun	0.0000	0.0000	2.0000
ENSGACG00000011603_ENSGACT00000019077	sin	0.0000	0.0000	1.6417
ENSGACG00000011604_ENSGACT00000019077	ref	0.0251	0.1760	0.1424
ENSGACG00000011604_ENSGACT00000019077	pun	0.0056	0.0144	0.3899
ENSGACG00000011604_ENSGACT00000019077	sin	0.0037	0.0000	99.0000
ENSGACG00000011605_ENSGACT00000009332	ref	0.0287	0.1306	0.2200
ENSGACG00000011605_ENSGACT00000009332	pun	0.0066	0.0125	0.5302
ENSGACG00000011605_ENSGACT00000009332	sin	0.0000	0.0268	0.0010
ENSGACG00000011606_ENSGACT00000015616	ref	0.0107	0.2063	0.0519
ENSGACG00000011606_ENSGACT00000015616	pun	0.0056	0.0675	0.0825
ENSGACG00000011606_ENSGACT00000015616	sin	0.0056	0.0314	0.1796
ENSGACG00000011606_ENSGACT00000015620	ref	0.0148	0.2833	0.0522
ENSGACG00000011606_ENSGACT00000015620	pun	0.0049	0.0583	0.0840
ENSGACG00000011606_ENSGACT00000015620	sin	0.0097	0.0465	0.2097
ENSGACG00000011606_ENSGACT00000015634	ref	0.0090	0.1764	0.0511
ENSGACG00000011606_ENSGACT00000015634	pun	0.0046	0.0474	0.0974
ENSGACG00000011606_ENSGACT00000015634	sin	0.0045	0.0409	0.1105
ENSGACG00000011607_ENSGACT00000004625	ref	0.0317	0.0577	0.5499
ENSGACG00000011607_ENSGACT00000004625	pun	0.0058	0.0077	0.7448
ENSGACG00000011607_ENSGACT00000004625	sin	0.0082	0.0001	99.0000
ENSGACG00000011608_ENSGACT00000013991	ref	0.0096	0.1126	0.0855
ENSGACG00000011608_ENSGACT00000013991	pun	0.0014	0.0272	0.0532
ENSGACG00000011608_ENSGACT00000013991	sin	0.0029	0.0256	0.1120
ENSGACG00000011609_ENSGACT00000025202	ref	0.0000	0.0000	1.8547
ENSGACG00000011609_ENSGACT00000025202	pun	0.0000	0.0000	99.0000
ENSGACG00000011609_ENSGACT00000025202	sin	0.0000	0.0000	2.6204
ENSGACG00000011610_ENSGACT00000014673	ref	0.0295	0.2092	0.1409
ENSGACG00000011610_ENSGACT00000014673	pun	0.0085	0.0563	0.1502
ENSGACG00000011610_ENSGACT00000014673	sin	0.0038	0.0000	99.0000
ENSGACG00000011612_ENSGACT00000004625	ref	0.0042	0.1143	0.0363
ENSGACG00000011612_ENSGACT00000004625	pun	0.0039	0.0407	0.0951
ENSGACG00000011612_ENSGACT00000004625	sin	0.0000	0.0215	0.0010
ENSGACG00000011612_ENSGACT00000004655	ref	0.0062	0.1654	0.0377
ENSGACG00000011612_ENSGACT00000004655	pun	0.0046	0.0226	0.2040
ENSGACG00000011612_ENSGACT00000004655	sin	0.0032	0.0297	0.1064
ENSGACG00000011614_ENSGACT00000025202	ref	0.0029	0.0268	0.1094
ENSGACG00000011614_ENSGACT00000025202	pun	0.0000	0.0200	0.0010
ENSGACG00000011614_ENSGACT00000025202	sin	0.0000	0.0000	0.0392
ENSGACG00000011615_ENSGACT00000009332	ref	0.0165	0.1573	0.1049
ENSGACG00000011615_ENSGACT00000009332	pun	0.0019	0.0295	0.0653
ENSGACG00000011615_ENSGACT00000009332	sin	0.0000	0.0426	0.0010
ENSGACG00000011615_ENSGACT00000009338	ref	0.0164	0.1578	0.1041
ENSGACG00000011615_ENSGACT00000009338	pun	0.0022	0.0358	0.0622
ENSGACG00000011615_ENSGACT00000009338	sin	0.0001	0.0518	0.0010
ENSGACG00000011616_ENSGACT00000004859	ref	0.0091	0.1081	0.0843
ENSGACG00000011616_ENSGACT00000004859	pun	0.0023	0.0182	0.1247
ENSGACG00000011616_ENSGACT00000004859	sin	0.0043	0.0169	0.2552
ENSGACG00000011617_ENSGACT00000020656	ref	0.0262	0.0854	0.3070
ENSGACG00000011617_ENSGACT00000020656	pun	0.0044	0.0239	0.1846
ENSGACG00000011617_ENSGACT00000020656	sin	0.0065	0.0288	0.2248
ENSGACG00000011618_ENSGACT00000014712	ref	0.0028	0.1252	0.0225
ENSGACG00000011618_ENSGACT00000014712	pun	0.0028	0.0610	0.0458
ENSGACG00000011618_ENSGACT00000014712	sin	0.0011	0.0454	0.0246
ENSGACG00000011619_ENSGACT00000025203	ref	0.0005	0.4757	0.0010
ENSGACG00000011619_ENSGACT00000025203	pun	0.0005	0.4757	0.0010
ENSGACG00000011619_ENSGACT00000025203	sin	0.0005	0.4757	0.0010
ENSGACG00000011621_ENSGACT00000004894	ref	0.0062	0.0149	0.4174
ENSGACG00000011621_ENSGACT00000004894	pun	0.0000	0.0000	99.0000
ENSGACG00000011621_ENSGACT00000004894	sin	0.0031	0.0000	99.0000
ENSGACG00000011621_ENSGACT00000004898	ref	0.0165	0.0785	0.2105
ENSGACG00000011621_ENSGACT00000004898	pun	0.0031	0.0296	0.1056
ENSGACG00000011621_ENSGACT00000004898	sin	0.0066	0.0335	0.1976
ENSGACG00000011622_ENSGACT00000007599	ref	0.0186	0.1339	0.1386
ENSGACG00000011622_ENSGACT00000007599	pun	0.0113	0.0600	0.1886
ENSGACG00000011622_ENSGACT00000007599	sin	0.0037	0.0221	0.1681
ENSGACG00000011624_ENSGACT00000004652	ref	0.0169	0.1195	0.1411
ENSGACG00000011624_ENSGACT00000004652	pun	0.0000	0.0050	0.0010
ENSGACG00000011624_ENSGACT00000004652	sin	0.0000	0.0204	0.0010
ENSGACG00000011625_ENSGACT00000004652	ref	0.0337	0.1222	0.2757
ENSGACG00000011625_ENSGACT00000004652	pun	0.0027	0.0212	0.1279
ENSGACG00000011625_ENSGACT00000004652	sin	0.0042	0.0166	0.2542
ENSGACG00000011626_ENSGACT00000009332	ref	0.0153	0.1613	0.0948
ENSGACG00000011626_ENSGACT00000009332	pun	0.0050	0.0400	0.1253
ENSGACG00000011626_ENSGACT00000009332	sin	0.0000	0.0162	0.0010
ENSGACG00000011627_ENSGACT00000013940	ref	0.0581	0.0998	0.5822
ENSGACG00000011627_ENSGACT00000013940	pun	0.0197	0.0002	99.0000
ENSGACG00000011627_ENSGACT00000013940	sin	0.0063	0.0001	99.0000
ENSGACG00000011629_ENSGACT00000014730	ref	0.0154	0.1897	0.0811
ENSGACG00000011629_ENSGACT00000014730	pun	0.0037	0.0436	0.0842
ENSGACG00000011629_ENSGACT00000014730	sin	0.0036	0.0158	0.2281
ENSGACG00000011630_ENSGACT00000009370	ref	0.0086	0.1673	0.0513
ENSGACG00000011630_ENSGACT00000009370	pun	0.0067	0.0332	0.2022
ENSGACG00000011630_ENSGACT00000009370	sin	0.0034	0.0320	0.1060
ENSGACG00000011631_ENSGACT00000013927	ref	0.0059	0.0871	0.0678
ENSGACG00000011631_ENSGACT00000013927	pun	0.0000	0.0000	0.0010
ENSGACG00000011631_ENSGACT00000013927	sin	0.0000	0.0000	0.1245
ENSGACG00000011632_ENSGACT00000019591	ref	0.0038	0.0502	0.0756
ENSGACG00000011632_ENSGACT00000019591	pun	0.0000	0.0176	0.0010
ENSGACG00000011632_ENSGACT00000019591	sin	0.0000	0.0086	0.0010
ENSGACG00000011633_ENSGACT00000007657	ref	0.0318	0.1470	0.2161
ENSGACG00000011633_ENSGACT00000007657	pun	0.0077	0.0513	0.1493
ENSGACG00000011633_ENSGACT00000007657	sin	0.0065	0.0273	0.2382
ENSGACG00000011633_ENSGACT00000007661	ref	0.0653	0.1550	0.4215
ENSGACG00000011633_ENSGACT00000007661	pun	0.0174	0.0586	0.2974
ENSGACG00000011633_ENSGACT00000007661	sin	0.0074	0.0222	0.3334
ENSGACG00000011634_ENSGACT00000019067	ref	0.0326	0.1189	0.2741
ENSGACG00000011634_ENSGACT00000019067	pun	0.0093	0.0153	0.6054
ENSGACG00000011634_ENSGACT00000019067	sin	0.0046	0.0076	0.6077
ENSGACG00000011635_ENSGACT00000004894	ref	0.0051	0.1343	0.0376
ENSGACG00000011635_ENSGACT00000004894	pun	0.0000	0.0380	0.0010
ENSGACG00000011635_ENSGACT00000004894	sin	0.0000	0.0000	0.0010
ENSGACG00000011636_ENSGACT00000014730	ref	0.0324	0.1483	0.2185
ENSGACG00000011636_ENSGACT00000014730	pun	0.0128	0.0576	0.2221
ENSGACG00000011636_ENSGACT00000014730	sin	0.0080	0.0332	0.2423
ENSGACG00000011638_ENSGACT00000025231	ref	0.0000	0.0378	0.0010
ENSGACG00000011638_ENSGACT00000025231	pun	0.0027	0.0099	0.2705
ENSGACG00000011638_ENSGACT00000025231	sin	0.0025	0.0385	0.0656
ENSGACG00000011639_ENSGACT00000004894	ref	0.0001	0.1243	0.0010
ENSGACG00000011639_ENSGACT00000004894	pun	0.0000	0.0319	0.0010
ENSGACG00000011639_ENSGACT00000004894	sin	0.0000	0.0102	0.0010
ENSGACG00000011640_ENSGACT00000004652	ref	0.0459	0.1609	0.2853
ENSGACG00000011640_ENSGACT00000004652	pun	0.0028	0.0243	0.1162
ENSGACG00000011640_ENSGACT00000004652	sin	0.0047	0.0126	0.3712
ENSGACG00000011642_ENSGACT00000009370	ref	0.0213	0.1434	0.1488
ENSGACG00000011642_ENSGACT00000009370	pun	0.0045	0.0397	0.1144
ENSGACG00000011642_ENSGACT00000009370	sin	0.0011	0.0134	0.0842
ENSGACG00000011644_ENSGACT00000013899	ref	0.0000	0.0000	0.1081
ENSGACG00000011644_ENSGACT00000013899	pun	0.0000	0.0000	0.1115
ENSGACG00000011644_ENSGACT00000013899	sin	0.0000	0.0000	0.0304
ENSGACG00000011646_ENSGACT00000013884	ref	0.0273	0.1243	0.2198
ENSGACG00000011646_ENSGACT00000013884	pun	0.0078	0.0197	0.3973
ENSGACG00000011646_ENSGACT00000013884	sin	0.0040	0.0157	0.2524
ENSGACG00000011647_ENSGACT00000007730	ref	0.0171	0.1367	0.1249
ENSGACG00000011647_ENSGACT00000007730	pun	0.0112	0.0423	0.2656
ENSGACG00000011647_ENSGACT00000007730	sin	0.0058	0.0001	99.0000
ENSGACG00000011648_ENSGACT00000025238	ref	0.0078	0.1803	0.0434
ENSGACG00000011648_ENSGACT00000025238	pun	0.0000	0.0115	0.0010
ENSGACG00000011648_ENSGACT00000025238	sin	0.0000	0.0000	99.0000
ENSGACG00000011649_ENSGACT00000004675	ref	0.0085	0.1262	0.0670
ENSGACG00000011649_ENSGACT00000004675	pun	0.0011	0.0265	0.0419
ENSGACG00000011649_ENSGACT00000004675	sin	0.0023	0.0183	0.1271
ENSGACG00000011651_ENSGACT00000014779	ref	0.0355	0.0866	0.4093
ENSGACG00000011651_ENSGACT00000014779	pun	0.0191	0.0296	0.6440
ENSGACG00000011651_ENSGACT00000014779	sin	0.0075	0.0179	0.4204
ENSGACG00000011652_ENSGACT00000019575	ref	0.0001	0.1445	0.0010
ENSGACG00000011652_ENSGACT00000019575	pun	0.0000	0.0291	0.0010
ENSGACG00000011652_ENSGACT00000019575	sin	0.0000	0.0034	0.0010
ENSGACG00000011653_ENSGACT00000019039	ref	0.0195	0.1840	0.1061
ENSGACG00000011653_ENSGACT00000019039	pun	0.0038	0.0221	0.1727
ENSGACG00000011653_ENSGACT00000019039	sin	0.0033	0.0388	0.0852
ENSGACG00000011654_ENSGACT00000013884	ref	0.0063	0.1848	0.0341
ENSGACG00000011654_ENSGACT00000013884	pun	0.0061	0.0001	99.0000
ENSGACG00000011654_ENSGACT00000013884	sin	0.0000	0.0000	2.0000
ENSGACG00000011655_ENSGACT00000004675	ref	0.0055	0.1318	0.0415
ENSGACG00000011655_ENSGACT00000004675	pun	0.0046	0.0303	0.1532
ENSGACG00000011655_ENSGACT00000004675	sin	0.0058	0.0272	0.2119
ENSGACG00000011657_ENSGACT00000004949	ref	0.0078	0.1504	0.0520
ENSGACG00000011657_ENSGACT00000004949	pun	0.0000	0.0174	0.0010
ENSGACG00000011657_ENSGACT00000004949	sin	0.0000	0.0087	0.0010
ENSGACG00000011658_ENSGACT00000014779	ref	0.0091	0.1211	0.0749
ENSGACG00000011658_ENSGACT00000014779	pun	0.0043	0.0432	0.0992
ENSGACG00000011658_ENSGACT00000014779	sin	0.0005	0.0244	0.0225
ENSGACG00000011660_ENSGACT00000015709	ref	0.0315	0.1238	0.2542
ENSGACG00000011660_ENSGACT00000015709	pun	0.0000	0.0082	0.0010
ENSGACG00000011660_ENSGACT00000015709	sin	0.0063	0.0139	0.4548
ENSGACG00000011660_ENSGACT00000015713	ref	0.0303	0.1400	0.2165
ENSGACG00000011660_ENSGACT00000015713	pun	0.0000	0.0208	0.0010
ENSGACG00000011660_ENSGACT00000015713	sin	0.0051	0.0219	0.2315
ENSGACG00000011661_ENSGACT00000007746	ref	0.0001	0.0763	0.0010
ENSGACG00000011661_ENSGACT00000007746	pun	0.0000	0.0000	0.0566
ENSGACG00000011661_ENSGACT00000007746	sin	0.0000	0.0110	0.0010
ENSGACG00000011662_ENSGACT00000004675	ref	0.0001	0.0548	0.0010
ENSGACG00000011662_ENSGACT00000004675	pun	0.0000	0.0127	0.0010
ENSGACG00000011662_ENSGACT00000004675	sin	0.0000	0.0063	0.0010
ENSGACG00000011663_ENSGACT00000019030	ref	0.0675	0.1367	0.4940
ENSGACG00000011663_ENSGACT00000019030	pun	0.0153	0.0101	1.5168
ENSGACG00000011663_ENSGACT00000019030	sin	0.0089	0.0094	0.9481
ENSGACG00000011663_ENSGACT00000019039	ref	0.0838	0.1152	0.7273
ENSGACG00000011663_ENSGACT00000019039	pun	0.0098	0.0180	0.5478
ENSGACG00000011663_ENSGACT00000019039	sin	0.0062	0.0209	0.2986
ENSGACG00000011665_ENSGACT00000013872	ref	0.0001	0.1499	0.0010
ENSGACG00000011665_ENSGACT00000013872	pun	0.0000	0.0175	0.0010
ENSGACG00000011665_ENSGACT00000013872	sin	0.0000	0.0100	0.0010
ENSGACG00000011667_ENSGACT00000004675	ref	0.0137	0.1236	0.1107
ENSGACG00000011667_ENSGACT00000004675	pun	0.0014	0.0124	0.1106
ENSGACG00000011667_ENSGACT00000004675	sin	0.0012	0.0165	0.0728
ENSGACG00000011668_ENSGACT00000015705	ref	0.0139	0.2156	0.0645
ENSGACG00000011668_ENSGACT00000015705	pun	0.0012	0.0190	0.0655
ENSGACG00000011668_ENSGACT00000015705	sin	0.0011	0.0358	0.0319
ENSGACG00000011671_ENSGACT00000014899	ref	0.0333	0.1224	0.2721
ENSGACG00000011671_ENSGACT00000014899	pun	0.0097	0.0819	0.1188
ENSGACG00000011671_ENSGACT00000014899	sin	0.0000	0.0388	0.0010
ENSGACG00000011672_ENSGACT00000020656	ref	0.0140	0.0619	0.2259
ENSGACG00000011672_ENSGACT00000020656	pun	0.0053	0.0070	0.7570
ENSGACG00000011672_ENSGACT00000020656	sin	0.0060	0.0147	0.4087
ENSGACG00000011673_ENSGACT00000014899	ref	0.0306	0.1759	0.1741
ENSGACG00000011673_ENSGACT00000014899	pun	0.0151	0.0585	0.2579
ENSGACG00000011673_ENSGACT00000014899	sin	0.0071	0.0549	0.1288
ENSGACG00000011674_ENSGACT00000013856	ref	0.0619	0.1018	0.6078
ENSGACG00000011674_ENSGACT00000013856	pun	0.0000	0.0000	0.0010
ENSGACG00000011674_ENSGACT00000013856	sin	0.0000	0.0000	0.0010
ENSGACG00000011676_ENSGACT00000014925	ref	0.0255	0.0759	0.3358
ENSGACG00000011676_ENSGACT00000014925	pun	0.0046	0.0393	0.1166
ENSGACG00000011676_ENSGACT00000014925	sin	0.0074	0.0203	0.3616
ENSGACG00000011677_ENSGACT00000004700	ref	0.0474	0.0965	0.4916
ENSGACG00000011677_ENSGACT00000004700	pun	0.0104	0.0190	0.5490
ENSGACG00000011677_ENSGACT00000004700	sin	0.0030	0.0071	0.4205
ENSGACG00000011678_ENSGACT00000009387	ref	0.0043	0.1054	0.0405
ENSGACG00000011678_ENSGACT00000009387	pun	0.0000	0.0356	0.0010
ENSGACG00000011678_ENSGACT00000009387	sin	0.0000	0.0105	0.0010
ENSGACG00000011679_ENSGACT00000015768	ref	0.0005	0.2118	0.0023
ENSGACG00000011679_ENSGACT00000015768	pun	0.0029	0.0170	0.1731
ENSGACG00000011679_ENSGACT00000015768	sin	0.0005	0.0213	0.0232
ENSGACG00000011680_ENSGACT00000004700	ref	0.0283	0.0290	0.9773
ENSGACG00000011680_ENSGACT00000004700	pun	0.0133	0.0046	2.8607
ENSGACG00000011680_ENSGACT00000004700	sin	0.0070	0.0121	0.5807
ENSGACG00000011681_ENSGACT00000007746	ref	0.0042	0.1099	0.0382
ENSGACG00000011681_ENSGACT00000007746	pun	0.0032	0.0450	0.0706
ENSGACG00000011681_ENSGACT00000007746	sin	0.0023	0.0107	0.2110
ENSGACG00000011682_ENSGACT00000018998	ref	0.0160	0.0433	0.3684
ENSGACG00000011682_ENSGACT00000018998	pun	0.0025	0.0000	99.0000
ENSGACG00000011682_ENSGACT00000018998	sin	0.0025	0.0000	99.0000
ENSGACG00000011683_ENSGACT00000004700	ref	0.0280	0.1048	0.2672
ENSGACG00000011683_ENSGACT00000004700	pun	0.0011	0.0071	0.1588
ENSGACG00000011683_ENSGACT00000004700	sin	0.0034	0.0036	0.9391
