gene	species	dN	dS	dNdS
ENSGACG00000005072_ENSGACT00000008040	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005072_ENSGACT00000008040	Y	0.0039	0.1063	0.0367
ENSGACG00000005072_ENSGACT00000008040	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005124_ENSGACT00000007890	ref_chrXII	0.0017	0.0058	0.2886
ENSGACG00000005124_ENSGACT00000007890	sin	0.0362	0.1304	0.2776
ENSGACG00000005124_ENSGACT00000007890	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005124_ENSGACT00000007890	tym	0.0429	0.1246	0.3444
ENSGACG00000005124_ENSGACT00000007890	X	0.0376	0.1220	0.3083
ENSGACG00000005124_ENSGACT00000007890	Xprivate	0.0000	0.0000	0.3337
ENSGACG00000005124_ENSGACT00000007890	Y	0.0364	0.1177	0.3092
ENSGACG00000005124_ENSGACT00000007890	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005166_ENSGACT00000007890	ref_chrXII	0.0000	0.0000	0.0593
ENSGACG00000005166_ENSGACT00000007890	sin	0.0234	0.1300	0.1800
ENSGACG00000005166_ENSGACT00000007890	sinprivate	0.0000	0.0000	0.1390
ENSGACG00000005166_ENSGACT00000007890	tym	0.0264	0.1196	0.2211
ENSGACG00000005166_ENSGACT00000007890	X	0.0236	0.1175	0.2008
ENSGACG00000005166_ENSGACT00000007890	Xprivate	0.0000	0.0000	0.2027
ENSGACG00000005166_ENSGACT00000007890	Y	0.0235	0.1096	0.2142
ENSGACG00000005166_ENSGACT00000007890	Yprivate	0.0000	0.0000	0.2315
ENSGACG00000005177_ENSGACT00000007807	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005177_ENSGACT00000007807	sin	0.0041	0.1400	0.0296
ENSGACG00000005177_ENSGACT00000007807	sinprivate	0.0000	0.0000	0.0103
ENSGACG00000005177_ENSGACT00000007807	tym	0.0042	0.1440	0.0288
ENSGACG00000005177_ENSGACT00000007807	X	0.0042	0.1440	0.0288
ENSGACG00000005177_ENSGACT00000007807	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005177_ENSGACT00000007807	Y	0.0041	0.1400	0.0296
ENSGACG00000005177_ENSGACT00000007807	Yprivate	0.0000	0.0000	0.0290
ENSGACG00000005198_ENSGACT00000007807	ref_chrXII	0.0000	0.0122	0.0010
ENSGACG00000005198_ENSGACT00000007807	sin	0.0085	0.1661	0.0515
ENSGACG00000005198_ENSGACT00000007807	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005198_ENSGACT00000007807	tym	0.0060	0.1633	0.0367
ENSGACG00000005198_ENSGACT00000007807	X	0.0048	0.1762	0.0275
ENSGACG00000005198_ENSGACT00000007807	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005198_ENSGACT00000007807	Y	0.0073	0.1556	0.0469
ENSGACG00000005198_ENSGACT00000007807	Yprivate	0.0000	0.0000	0.0406
ENSGACG00000005205_ENSGACT00000007807	ref_chrXII	0.0000	0.0067	0.0010
ENSGACG00000005205_ENSGACT00000007807	sin	0.0040	0.2627	0.0153
ENSGACG00000005205_ENSGACT00000007807	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005205_ENSGACT00000007807	tym	0.0041	0.2973	0.0136
ENSGACG00000005205_ENSGACT00000007807	X	0.0040	0.2600	0.0155
ENSGACG00000005205_ENSGACT00000007807	Xprivate	0.0000	0.0000	87.7818
ENSGACG00000005205_ENSGACT00000007807	Y	0.0040	0.2542	0.0158
ENSGACG00000005205_ENSGACT00000007807	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005216_ENSGACT00000007793	ref_chrXII	0.0024	0.0354	0.0679
ENSGACG00000005216_ENSGACT00000007793	sin	0.0313	0.2480	0.1263
ENSGACG00000005216_ENSGACT00000007793	sinprivate	0.0000	0.0000	0.0839
ENSGACG00000005216_ENSGACT00000007793	tym	0.0256	0.2438	0.1051
ENSGACG00000005216_ENSGACT00000007793	X	0.0256	0.2770	0.0924
ENSGACG00000005216_ENSGACT00000007793	Xprivate	0.0000	0.0000	0.1542
ENSGACG00000005216_ENSGACT00000007793	Y	0.0263	0.2234	0.1177
ENSGACG00000005216_ENSGACT00000007793	Yprivate	0.0000	0.0000	0.1784
ENSGACG00000005221_ENSGACT00000007725	ref_chrXII	0.0000	0.0140	0.0010
ENSGACG00000005221_ENSGACT00000007725	sin	0.0054	0.1974	0.0272
ENSGACG00000005221_ENSGACT00000007725	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005221_ENSGACT00000007725	tym	0.0054	0.2503	0.0218
ENSGACG00000005221_ENSGACT00000007725	X	0.0054	0.1974	0.0272
ENSGACG00000005221_ENSGACT00000007725	Xprivate	0.0000	0.0000	0.1115
ENSGACG00000005221_ENSGACT00000007725	Y	0.0055	0.1775	0.0308
ENSGACG00000005221_ENSGACT00000007725	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005229_ENSGACT00000007562	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005229_ENSGACT00000007562	sin	0.0285	0.2635	0.1081
ENSGACG00000005229_ENSGACT00000007562	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005229_ENSGACT00000007562	tym	0.0285	0.2635	0.1081
ENSGACG00000005229_ENSGACT00000007562	X	0.0285	0.2635	0.1081
ENSGACG00000005229_ENSGACT00000007562	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005229_ENSGACT00000007562	Y	0.0285	0.2635	0.1081
ENSGACG00000005229_ENSGACT00000007562	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005229_ENSGACT00000007568	ref_chrXII	0.0150	0.0002	99.0000
ENSGACG00000005229_ENSGACT00000007568	sin	0.0961	0.1466	0.6559
ENSGACG00000005229_ENSGACT00000007568	sinprivate	0.0000	0.0000	0.5429
ENSGACG00000005229_ENSGACT00000007568	tym	0.0993	0.2560	0.3878
ENSGACG00000005229_ENSGACT00000007568	X	0.0972	0.2022	0.4806
ENSGACG00000005229_ENSGACT00000007568	Xprivate	0.0000	0.0000	5.6125
ENSGACG00000005229_ENSGACT00000007568	Y	0.0793	0.1357	0.5842
ENSGACG00000005229_ENSGACT00000007568	Yprivate	0.0000	0.0000	0.3923
ENSGACG00000005253_ENSGACT00000007562	ref_chrXII	0.0000	0.0000	0.8141
ENSGACG00000005253_ENSGACT00000007562	sin	0.0172	0.0143	1.2027
ENSGACG00000005253_ENSGACT00000007562	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005253_ENSGACT00000007562	tym	0.0172	0.0143	1.2027
ENSGACG00000005253_ENSGACT00000007562	X	0.0213	0.0150	1.4139
ENSGACG00000005253_ENSGACT00000007562	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005253_ENSGACT00000007562	Y	0.0172	0.0143	1.2027
ENSGACG00000005253_ENSGACT00000007562	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005254_ENSGACT00000007527	ref_chrXII	0.0000	0.0061	0.0010
ENSGACG00000005254_ENSGACT00000007527	sin	0.0124	0.1488	0.0833
ENSGACG00000005254_ENSGACT00000007527	sinprivate	0.0000	0.0000	7.6717
ENSGACG00000005254_ENSGACT00000007527	tym	0.0102	0.1472	0.0689
ENSGACG00000005254_ENSGACT00000007527	X	0.0081	0.1559	0.0519
ENSGACG00000005254_ENSGACT00000007527	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005254_ENSGACT00000007527	Y	0.0123	0.1600	0.0770
ENSGACG00000005254_ENSGACT00000007527	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005273_ENSGACT00000007484	ref_chrXII	0.0000	0.0000	0.0657
ENSGACG00000005273_ENSGACT00000007484	sin	0.0189	0.2018	0.0937
ENSGACG00000005273_ENSGACT00000007484	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005273_ENSGACT00000007484	tym	0.0189	0.2018	0.0937
ENSGACG00000005273_ENSGACT00000007484	X	0.0256	0.2014	0.1273
ENSGACG00000005273_ENSGACT00000007484	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005273_ENSGACT00000007484	Y	0.0189	0.2018	0.0937
ENSGACG00000005273_ENSGACT00000007484	Yprivate	0.0000	0.0000	0.0799
ENSGACG00000005273_ENSGACT00000007488	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005273_ENSGACT00000007488	sin	0.0002	0.1957	0.0010
ENSGACG00000005273_ENSGACT00000007488	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005273_ENSGACT00000007488	tym	0.0002	0.2237	0.0010
ENSGACG00000005273_ENSGACT00000007488	X	0.0002	0.1957	0.0010
ENSGACG00000005273_ENSGACT00000007488	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005273_ENSGACT00000007488	Y	0.0002	0.1957	0.0010
ENSGACG00000005273_ENSGACT00000007488	Yprivate	0.0000	0.0000	0.0029
ENSGACG00000005290_ENSGACT00000007481	ref_chrXII	0.0000	0.0091	0.0010
ENSGACG00000005290_ENSGACT00000007481	sin	0.0002	0.1745	0.0010
ENSGACG00000005290_ENSGACT00000007481	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005290_ENSGACT00000007481	tym	0.0029	0.1473	0.0197
ENSGACG00000005290_ENSGACT00000007481	X	0.0002	0.1572	0.0010
ENSGACG00000005290_ENSGACT00000007481	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005290_ENSGACT00000007481	Y	0.0002	0.1621	0.0010
ENSGACG00000005290_ENSGACT00000007481	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005294_ENSGACT00000007470	ref_chrXII	0.0000	0.0025	0.0010
ENSGACG00000005294_ENSGACT00000007470	sin	0.0318	0.1083	0.2937
ENSGACG00000005294_ENSGACT00000007470	sinprivate	0.0000	0.0000	1.2633
ENSGACG00000005294_ENSGACT00000007470	tym	0.0278	0.0947	0.2939
ENSGACG00000005294_ENSGACT00000007470	X	0.0278	0.0980	0.2839
ENSGACG00000005294_ENSGACT00000007470	Xprivate	0.0000	0.0000	0.2134
ENSGACG00000005294_ENSGACT00000007470	Y	0.0277	0.0888	0.3121
ENSGACG00000005294_ENSGACT00000007470	Yprivate	0.0000	0.0000	0.3362
ENSGACG00000005316_ENSGACT00000007470	ref_chrXII	0.0021	0.0000	99.0000
ENSGACG00000005316_ENSGACT00000007470	sin	0.0199	0.1158	0.1718
ENSGACG00000005316_ENSGACT00000007470	sinprivate	0.0000	0.0000	0.2882
ENSGACG00000005316_ENSGACT00000007470	tym	0.0244	0.0919	0.2655
ENSGACG00000005316_ENSGACT00000007470	X	0.0162	0.0911	0.1783
ENSGACG00000005316_ENSGACT00000007470	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005316_ENSGACT00000007470	Y	0.0120	0.0866	0.1384
ENSGACG00000005316_ENSGACT00000007470	Yprivate	0.0000	0.0000	0.2422
ENSGACG00000005322_ENSGACT00000007437	ref_chrXII	0.0007	0.0032	0.2159
ENSGACG00000005322_ENSGACT00000007437	sin	0.0510	0.1277	0.3993
ENSGACG00000005322_ENSGACT00000007437	sinprivate	0.0000	0.0000	0.3005
ENSGACG00000005322_ENSGACT00000007437	tym	0.0465	0.1259	0.3693
ENSGACG00000005322_ENSGACT00000007437	X	0.0487	0.1110	0.4389
ENSGACG00000005322_ENSGACT00000007437	Xprivate	0.0000	0.0000	0.3524
ENSGACG00000005322_ENSGACT00000007437	Y	0.0472	0.1172	0.4028
ENSGACG00000005322_ENSGACT00000007437	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005322_ENSGACT00000007439	ref_chrXII	0.0015	0.0022	0.6719
ENSGACG00000005322_ENSGACT00000007439	sin	0.0488	0.1598	0.3055
ENSGACG00000005322_ENSGACT00000007439	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005322_ENSGACT00000007439	tym	0.0445	0.1571	0.2835
ENSGACG00000005322_ENSGACT00000007439	X	0.0473	0.1422	0.3328
ENSGACG00000005322_ENSGACT00000007439	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005322_ENSGACT00000007439	Y	0.0456	0.1489	0.3060
ENSGACG00000005322_ENSGACT00000007439	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005341_ENSGACT00000007372	ref_chrXII	0.0000	0.0053	0.0010
ENSGACG00000005341_ENSGACT00000007372	sin	0.0109	0.1455	0.0746
ENSGACG00000005341_ENSGACT00000007372	sinprivate	0.0000	0.0000	0.3585
ENSGACG00000005341_ENSGACT00000007372	tym	0.0134	0.1507	0.0887
ENSGACG00000005341_ENSGACT00000007372	X	0.0081	0.1397	0.0577
ENSGACG00000005341_ENSGACT00000007372	Xprivate	0.0000	0.0000	0.1419
ENSGACG00000005341_ENSGACT00000007372	Y	0.0081	0.1397	0.0577
ENSGACG00000005341_ENSGACT00000007372	Yprivate	0.0000	0.0000	0.0891
ENSGACG00000005356_ENSGACT00000007372	ref_chrXII	0.0000	0.0064	0.0010
ENSGACG00000005356_ENSGACT00000007372	sin	0.0351	0.1213	0.2893
ENSGACG00000005356_ENSGACT00000007372	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005356_ENSGACT00000007372	tym	0.0305	0.1386	0.2197
ENSGACG00000005356_ENSGACT00000007372	X	0.0353	0.1192	0.2965
ENSGACG00000005356_ENSGACT00000007372	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005356_ENSGACT00000007372	Y	0.0322	0.1204	0.2671
ENSGACG00000005356_ENSGACT00000007372	Yprivate	0.0000	0.0000	0.2683
ENSGACG00000005412_ENSGACT00000007307	ref_chrXII	0.0034	0.0048	0.7045
ENSGACG00000005412_ENSGACT00000007307	sin	0.0352	0.1818	0.1938
ENSGACG00000005412_ENSGACT00000007307	sinprivate	0.0000	0.0000	36.8646
ENSGACG00000005412_ENSGACT00000007307	tym	0.0335	0.1677	0.1999
ENSGACG00000005412_ENSGACT00000007307	X	0.0336	0.1678	0.2002
ENSGACG00000005412_ENSGACT00000007307	Xprivate	0.0000	0.0000	0.6808
ENSGACG00000005412_ENSGACT00000007307	Y	0.0316	0.1699	0.1858
ENSGACG00000005412_ENSGACT00000007307	Yprivate	0.0000	0.0000	0.2507
ENSGACG00000005412_ENSGACT00000007320	ref_chrXII	0.0044	0.0000	99.0000
ENSGACG00000005412_ENSGACT00000007320	sin	0.0343	0.2459	0.1395
ENSGACG00000005412_ENSGACT00000007320	sinprivate	0.0000	0.0000	0.1051
ENSGACG00000005412_ENSGACT00000007320	tym	0.0393	0.2192	0.1795
ENSGACG00000005412_ENSGACT00000007320	X	0.0393	0.2196	0.1791
ENSGACG00000005412_ENSGACT00000007320	Xprivate	0.0000	0.0000	0.2101
ENSGACG00000005412_ENSGACT00000007320	Y	0.0246	0.2467	0.0995
ENSGACG00000005412_ENSGACT00000007320	Yprivate	0.0000	0.0000	0.2351
ENSGACG00000005439_ENSGACT00000007297	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005439_ENSGACT00000007297	sin	0.0176	0.1776	0.0989
ENSGACG00000005439_ENSGACT00000007297	sinprivate	0.0000	0.0000	61.2552
ENSGACG00000005439_ENSGACT00000007297	tym	0.0175	0.2144	0.0816
ENSGACG00000005439_ENSGACT00000007297	X	0.0202	0.1898	0.1062
ENSGACG00000005439_ENSGACT00000007297	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005439_ENSGACT00000007297	Y	0.0202	0.1898	0.1062
ENSGACG00000005439_ENSGACT00000007297	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005446_ENSGACT00000007259	ref_chrXII	0.0080	0.0136	0.5873
ENSGACG00000005446_ENSGACT00000007259	sin	0.0064	0.1333	0.0483
ENSGACG00000005446_ENSGACT00000007259	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005446_ENSGACT00000007259	tym	0.0132	0.1048	0.1257
ENSGACG00000005446_ENSGACT00000007259	X	0.0063	0.1679	0.0375
ENSGACG00000005446_ENSGACT00000007259	Xprivate	0.0000	0.0000	0.1858
ENSGACG00000005446_ENSGACT00000007259	Y	0.0064	0.1333	0.0483
ENSGACG00000005446_ENSGACT00000007259	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005452_ENSGACT00000007278	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005452_ENSGACT00000007278	sin	0.0059	0.0256	0.2311
ENSGACG00000005452_ENSGACT00000007278	sinprivate	0.0000	0.0000	0.1828
ENSGACG00000005452_ENSGACT00000007278	tym	0.0059	0.0386	0.1535
ENSGACG00000005452_ENSGACT00000007278	X	0.0059	0.0256	0.2311
ENSGACG00000005452_ENSGACT00000007278	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005452_ENSGACT00000007278	Y	0.0059	0.0256	0.2311
ENSGACG00000005452_ENSGACT00000007278	Yprivate	0.0000	0.0000	0.1594
ENSGACG00000005470_ENSGACT00000007225	ref_chrXII	0.0000	0.0000	0.2079
ENSGACG00000005470_ENSGACT00000007225	sin	0.0416	0.0974	0.4270
ENSGACG00000005470_ENSGACT00000007225	sinprivate	0.0000	0.0000	0.3321
ENSGACG00000005470_ENSGACT00000007225	tym	0.0329	0.0993	0.3311
ENSGACG00000005470_ENSGACT00000007225	X	0.0369	0.1198	0.3082
ENSGACG00000005470_ENSGACT00000007225	Xprivate	0.0000	0.0000	0.1474
ENSGACG00000005470_ENSGACT00000007225	Y	0.0329	0.0993	0.3311
ENSGACG00000005470_ENSGACT00000007225	Yprivate	0.0000	0.0000	0.2781
ENSGACG00000005474_ENSGACT00000007217	ref_chrXII	0.0030	0.0000	99.0000
ENSGACG00000005474_ENSGACT00000007217	sin	0.0375	0.0463	0.8095
ENSGACG00000005474_ENSGACT00000007217	sinprivate	0.0000	0.0000	0.6650
ENSGACG00000005474_ENSGACT00000007217	tym	0.0356	0.0522	0.6825
ENSGACG00000005474_ENSGACT00000007217	X	0.0363	0.0498	0.7289
ENSGACG00000005474_ENSGACT00000007217	Xprivate	0.0000	0.0000	0.5873
ENSGACG00000005474_ENSGACT00000007217	Y	0.0350	0.0410	0.8532
ENSGACG00000005474_ENSGACT00000007217	Yprivate	0.0000	0.0000	0.6135
ENSGACG00000005485_ENSGACT00000007172	ref_chrXII	0.0000	0.0060	0.0010
ENSGACG00000005485_ENSGACT00000007172	sin	0.0034	0.0936	0.0360
ENSGACG00000005485_ENSGACT00000007172	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005485_ENSGACT00000007172	tym	0.0033	0.0885	0.0376
ENSGACG00000005485_ENSGACT00000007172	X	0.0051	0.0857	0.0592
ENSGACG00000005485_ENSGACT00000007172	Xprivate	0.0000	0.0000	0.1036
ENSGACG00000005485_ENSGACT00000007172	Y	0.0034	0.0936	0.0359
ENSGACG00000005485_ENSGACT00000007172	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005490_ENSGACT00000007176	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005490_ENSGACT00000007176	sin	0.0202	0.1438	0.1403
ENSGACG00000005490_ENSGACT00000007176	sinprivate	0.0000	0.0000	19.3493
ENSGACG00000005490_ENSGACT00000007176	tym	0.0202	0.1443	0.1398
ENSGACG00000005490_ENSGACT00000007176	X	0.0183	0.1441	0.1269
ENSGACG00000005490_ENSGACT00000007176	Xprivate	0.0000	0.0000	59.9961
ENSGACG00000005490_ENSGACT00000007176	Y	0.0183	0.1441	0.1269
ENSGACG00000005490_ENSGACT00000007176	Yprivate	0.0000	0.0000	60.1288
ENSGACG00000005495_ENSGACT00000007160	ref_chrXII	0.0000	0.0059	0.0010
ENSGACG00000005495_ENSGACT00000007160	sin	0.0126	0.1317	0.0957
ENSGACG00000005495_ENSGACT00000007160	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005495_ENSGACT00000007160	tym	0.0144	0.1479	0.0970
ENSGACG00000005495_ENSGACT00000007160	X	0.0163	0.1317	0.1235
ENSGACG00000005495_ENSGACT00000007160	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005495_ENSGACT00000007160	Y	0.0163	0.1239	0.1315
ENSGACG00000005495_ENSGACT00000007160	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005498_ENSGACT00000007140	ref_chrXII	0.0036	0.0000	99.0000
ENSGACG00000005498_ENSGACT00000007140	sin	0.0376	0.0422	0.8904
ENSGACG00000005498_ENSGACT00000007140	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005498_ENSGACT00000007140	tym	0.0453	0.0269	1.6866
ENSGACG00000005498_ENSGACT00000007140	X	0.0464	0.0248	1.8712
ENSGACG00000005498_ENSGACT00000007140	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005498_ENSGACT00000007140	Y	0.0339	0.0410	0.8269
ENSGACG00000005498_ENSGACT00000007140	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005516_ENSGACT00000007133	ref_chrXII	0.0000	0.0044	0.0010
ENSGACG00000005516_ENSGACT00000007133	sin	0.0417	0.0973	0.4279
ENSGACG00000005516_ENSGACT00000007133	sinprivate	0.0000	0.0000	0.3754
ENSGACG00000005516_ENSGACT00000007133	tym	0.0405	0.1085	0.3733
ENSGACG00000005516_ENSGACT00000007133	X	0.0449	0.0742	0.6051
ENSGACG00000005516_ENSGACT00000007133	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005516_ENSGACT00000007133	Y	0.0435	0.0736	0.5915
ENSGACG00000005516_ENSGACT00000007133	Yprivate	0.0000	0.0000	0.3792
ENSGACG00000005525_ENSGACT00000007079	ref_chrXII	0.0026	0.0000	99.0000
ENSGACG00000005525_ENSGACT00000007079	sin	0.0338	0.1154	0.2925
ENSGACG00000005525_ENSGACT00000007079	sinprivate	0.0000	0.0000	0.2325
ENSGACG00000005525_ENSGACT00000007079	tym	0.0338	0.1137	0.2975
ENSGACG00000005525_ENSGACT00000007079	X	0.0372	0.1336	0.2785
ENSGACG00000005525_ENSGACT00000007079	Xprivate	0.0000	0.0000	0.2986
ENSGACG00000005525_ENSGACT00000007079	Y	0.0372	0.1336	0.2785
ENSGACG00000005525_ENSGACT00000007079	Yprivate	0.0000	0.0000	0.2092
ENSGACG00000005529_ENSGACT00000007079	ref_chrXII	0.0009	0.0234	0.0402
ENSGACG00000005529_ENSGACT00000007079	sin	0.0249	0.1869	0.1332
ENSGACG00000005529_ENSGACT00000007079	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005529_ENSGACT00000007079	tym	0.0230	0.2093	0.1097
ENSGACG00000005529_ENSGACT00000007079	X	0.0229	0.1959	0.1168
ENSGACG00000005529_ENSGACT00000007079	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005529_ENSGACT00000007079	Y	0.0219	0.1486	0.1477
ENSGACG00000005529_ENSGACT00000007079	Yprivate	0.0000	0.0000	0.1548
ENSGACG00000005533_ENSGACT00000007063	ref_chrXII	0.0011	0.0048	0.2198
ENSGACG00000005533_ENSGACT00000007063	sin	0.0385	0.1416	0.2717
ENSGACG00000005533_ENSGACT00000007063	sinprivate	0.0000	0.0000	0.2381
ENSGACG00000005533_ENSGACT00000007063	tym	0.0427	0.1309	0.3258
ENSGACG00000005533_ENSGACT00000007063	X	0.0383	0.1218	0.3148
ENSGACG00000005533_ENSGACT00000007063	Xprivate	0.0000	0.0000	0.3198
ENSGACG00000005533_ENSGACT00000007063	Y	0.0363	0.1177	0.3081
ENSGACG00000005533_ENSGACT00000007063	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005550_ENSGACT00000007063	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000005550_ENSGACT00000007063	sin	0.0117	0.2204	0.0530
ENSGACG00000005550_ENSGACT00000007063	sinprivate	0.0000	0.0000	97.7172
ENSGACG00000005550_ENSGACT00000007063	tym	0.0137	0.2095	0.0652
ENSGACG00000005550_ENSGACT00000007063	X	0.0138	0.2238	0.0618
ENSGACG00000005550_ENSGACT00000007063	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005550_ENSGACT00000007063	Y	0.0138	0.2238	0.0618
ENSGACG00000005550_ENSGACT00000007063	Yprivate	0.0000	0.0000	72.2418
ENSGACG00000005562_ENSGACT00000007051	ref_chrXII	0.0000	0.0000	2.0007
ENSGACG00000005562_ENSGACT00000007051	sin	0.0000	0.0000	1.5222
ENSGACG00000005562_ENSGACT00000007051	sinprivate	0.0000	0.0000	1.1914
ENSGACG00000005562_ENSGACT00000007051	tym	0.0000	0.0000	1.0410
ENSGACG00000005562_ENSGACT00000007051	X	0.0000	0.0000	2.0001
ENSGACG00000005562_ENSGACT00000007051	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005562_ENSGACT00000007051	Y	0.0000	0.0000	2.0318
ENSGACG00000005562_ENSGACT00000007051	Yprivate	0.0000	0.0000	2.0001
ENSGACG00000005566_ENSGACT00000007036	ref_chrXII	0.0000	0.0000	99.0000
ENSGACG00000005566_ENSGACT00000007036	sin	0.0480	0.1401	0.3427
ENSGACG00000005566_ENSGACT00000007036	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000005566_ENSGACT00000007036	tym	0.0466	0.0972	0.4791
ENSGACG00000005566_ENSGACT00000007036	X	0.0450	0.0542	0.8302
ENSGACG00000005566_ENSGACT00000007036	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000005566_ENSGACT00000007036	Y	0.0450	0.0542	0.8302
ENSGACG00000005566_ENSGACT00000007036	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000005579_ENSGACT00000007012	ref_chrXII	0.0008	0.0027	0.3019
ENSGACG00000005579_ENSGACT00000007012	sin	0.0366	0.1074	0.3409
ENSGACG00000005579_ENSGACT00000007012	sinprivate	0.0000	0.0000	0.2884
ENSGACG00000005579_ENSGACT00000007012	tym	0.0345	0.1285	0.2688
ENSGACG00000005579_ENSGACT00000007012	X	0.0361	0.1302	0.2776
ENSGACG00000005579_ENSGACT00000007012	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000005579_ENSGACT00000007012	Y	0.0366	0.1074	0.3409
ENSGACG00000005579_ENSGACT00000007012	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000005593_ENSGACT00000007012	ref_chrXII	0.0011	0.0310	0.0353
ENSGACG00000005593_ENSGACT00000007012	sin	0.0190	0.1696	0.1123
ENSGACG00000005593_ENSGACT00000007012	sinprivate	0.0000	0.0000	0.0613
ENSGACG00000005593_ENSGACT00000007012	tym	0.0203	0.1545	0.1317
ENSGACG00000005593_ENSGACT00000007012	X	0.0202	0.1785	0.1131
ENSGACG00000005593_ENSGACT00000007012	Xprivate	0.0000	0.0000	0.1743
ENSGACG00000005593_ENSGACT00000007012	Y	0.0192	0.1338	0.1432
ENSGACG00000005593_ENSGACT00000007012	Yprivate	0.0000	0.0000	0.1066
ENSGACG00000005619_ENSGACT00000006945	ref_chrXII	0.0000	0.0045	0.0010
ENSGACG00000005619_ENSGACT00000006945	sin	0.0222	0.1667	0.1331
ENSGACG00000005619_ENSGACT00000006945	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005619_ENSGACT00000006945	tym	0.0218	0.2011	0.1083
ENSGACG00000005619_ENSGACT00000006945	X	0.0205	0.1510	0.1354
ENSGACG00000005619_ENSGACT00000006945	Xprivate	0.0000	0.0000	0.1567
ENSGACG00000005619_ENSGACT00000006945	Y	0.0222	0.1430	0.1554
ENSGACG00000005619_ENSGACT00000006945	Yprivate	0.0000	0.0000	0.0899
ENSGACG00000005627_ENSGACT00000006873	ref_chrXII	0.0026	0.0000	99.0000
ENSGACG00000005627_ENSGACT00000006873	sin	0.0142	0.1274	0.1116
ENSGACG00000005627_ENSGACT00000006873	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000005627_ENSGACT00000006873	tym	0.0085	0.1607	0.0532
